original_row_index,column,geohash,day,timestamp,filled_value,rule_used,fill_successful
9827,Temperature,qp08gw,48,3:0,17.61930892666325,TM-1: geohash+day+hour median,True
9858,Temperature,qp03pc,48,3:0,5.899571866940811,TM-1: geohash+day+hour median,True
9889,Temperature,qp09je,48,3:0,19.935189720170747,TM-3: geohash median,True
9920,Temperature,qp03jw,48,3:0,20.32454236245415,TM-1: geohash+day+hour median,True
9951,Temperature,qp03pp,48,3:0,15.899374752120684,TM-1: geohash+day+hour median,True
9982,Temperature,qp03r8,48,3:0,19.363691246933588,TM-1: geohash+day+hour median,True
10013,Temperature,qp03rc,48,3:0,10.83364943985906,TM-1: geohash+day+hour median,True
10044,Temperature,qp0936,48,3:0,19.382922529058188,TM-2: geohash+hour median,True
10075,Temperature,qp09ke,48,3:0,9.1107378786276,TM-1: geohash+day+hour median,True
10106,Temperature,qp03rj,48,3:0,9.83241899520278,TM-1: geohash+day+hour median,True
10137,Temperature,qp092w,48,3:0,16.839967063400806,TM-1: geohash+day+hour median,True
10168,Temperature,qp097z,48,3:0,15.646804804645951,TM-1: geohash+day+hour median,True
10199,Temperature,qp03t9,48,3:0,15.325491151429892,TM-1: geohash+day+hour median,True
10230,Temperature,qp03w6,48,3:0,9.626622931252252,TM-1: geohash+day+hour median,True
10261,Temperature,qp03we,48,3:0,17.18409408400568,TM-1: geohash+day+hour median,True
10292,Temperature,qp03wu,48,3:0,9.545319851298904,TM-1: geohash+day+hour median,True
10323,Temperature,qp03xt,48,3:0,7.154544023250146,TM-1: geohash+day+hour median,True
10354,Temperature,qp099q,48,3:0,15.30121481745138,TM-1: geohash+day+hour median,True
10385,Temperature,qp09dx,48,3:0,19.75890290752546,TM-1: geohash+day+hour median,True
10416,Temperature,qp09v0,48,3:0,10.651226621854663,TM-1: geohash+day+hour median,True
10447,Temperature,qp09f4,48,3:0,12.703750366640962,TM-1: geohash+day+hour median,True
10478,Temperature,qp03zs,48,3:0,11.441247579076474,TM-1: geohash+day+hour median,True
10509,Temperature,qp09cv,48,3:0,12.844815374618008,TM-1: geohash+day+hour median,True
10540,Temperature,qp09un,48,3:0,13.20040616896408,TM-1: geohash+day+hour median,True
10571,Temperature,qp06p2,48,3:0,13.85680553464604,TM-1: geohash+day+hour median,True
10602,Temperature,qp0d53,48,3:0,18.141252177783866,TM-1: geohash+day+hour median,True
10633,Temperature,qp0dj5,48,3:0,14.436787392935535,TM-1: geohash+day+hour median,True
10664,Temperature,qp06pq,48,3:0,20.23488889887645,TM-1: geohash+day+hour median,True
10695,Temperature,qp08bj,48,3:15,13.53314822494612,TM-1: geohash+day+hour median,True
10726,Temperature,qp0900,48,3:15,26.39539574980499,TM-1: geohash+day+hour median,True
10757,Temperature,qp03p7,48,3:15,6.341579036762719,TM-1: geohash+day+hour median,True
10788,Temperature,qp094v,48,3:15,1.7895454013469188,TM-2: geohash+hour median,True
10819,Temperature,qp095q,48,3:15,11.69496024710429,TM-1: geohash+day+hour median,True
10850,Temperature,qp09hr,48,3:15,20.54484114071316,TM-1: geohash+day+hour median,True
10881,Temperature,qp09m0,48,3:15,10.945071982330845,TM-1: geohash+day+hour median,True
10912,Temperature,qp03m6,48,3:15,11.147153346784377,TM-1: geohash+day+hour median,True
10943,Temperature,qp03qe,48,3:15,18.652184021613348,TM-1: geohash+day+hour median,True
10974,Temperature,qp093s,48,3:15,15.835822796900954,TM-1: geohash+day+hour median,True
11005,Temperature,qp09kj,48,3:15,3.7096018113969063,TM-1: geohash+day+hour median,True
11036,Temperature,qp03mz,48,3:15,9.245121318110268,TM-1: geohash+day+hour median,True
11067,Temperature,qp0980,48,3:15,17.985582443858508,TM-1: geohash+day+hour median,True
11098,Temperature,qp0989,48,3:15,17.454112146421494,TM-1: geohash+day+hour median,True
11129,Temperature,qp099f,48,3:15,20.13477996881727,TM-1: geohash+day+hour median,True
11160,Temperature,qp09de,48,3:15,24.64692986708992,TM-1: geohash+day+hour median,True
11191,Temperature,qp09ek,48,3:15,10.790386985687237,TM-1: geohash+day+hour median,True
11222,Temperature,qp09tm,48,3:15,15.63097651457444,TM-1: geohash+day+hour median,True
11253,Temperature,qp03wp,48,3:15,11.055246784782897,TM-1: geohash+day+hour median,True
11284,Temperature,qp03yb,48,3:15,20.098510127963888,TM-1: geohash+day+hour median,True
11315,Temperature,qp09f1,48,3:15,8.517103829804418,TM-1: geohash+day+hour median,True
11346,Temperature,qp09v6,48,3:15,11.465468314148316,TM-2: geohash+hour median,True
11377,Temperature,qp09bh,48,3:15,13.222714375541392,TM-1: geohash+day+hour median,True
11408,Temperature,qp09ft,48,3:15,15.60664283799839,TM-1: geohash+day+hour median,True
11439,Temperature,qp09vn,48,3:15,9.760505781215826,TM-1: geohash+day+hour median,True
11470,Temperature,qp0d10,48,3:15,20.77289587616844,TM-1: geohash+day+hour median,True
11501,Temperature,qp06p6,48,3:15,25.470699690104286,TM-1: geohash+day+hour median,True
11532,Temperature,qp0d0h,48,3:15,18.003920449394208,TM-1: geohash+day+hour median,True
11563,Temperature,qp0d4n,48,3:15,21.348196603317927,TM-1: geohash+day+hour median,True
11594,Temperature,qp08gm,48,3:30,13.886657942125156,TM-1: geohash+day+hour median,True
11625,Temperature,qp0950,48,3:30,14.727093456212335,TM-1: geohash+day+hour median,True
11656,Temperature,qp090e,48,3:30,15.865778343406175,TM-1: geohash+day+hour median,True
11687,Temperature,qp095j,48,3:30,20.88382031559525,TM-1: geohash+day+hour median,True
11718,Temperature,qp09hn,48,3:30,11.622668455465302,TM-1: geohash+day+hour median,True
11749,Temperature,qp03m2,48,3:30,20.058153282144627,TM-1: geohash+day+hour median,True
11780,Temperature,qp03m3,48,3:30,17.27987920030933,TM-1: geohash+day+hour median,True
11811,Temperature,qp03q4,48,3:30,16.184937348763462,TM-1: geohash+day+hour median,True
11842,Temperature,qp092e,48,3:30,13.818689451289336,TM-1: geohash+day+hour median,True
11873,Temperature,qp097s,48,3:30,12.972009850132329,TM-1: geohash+day+hour median,True
11904,Temperature,qp03my,48,3:30,13.077839112453375,TM-1: geohash+day+hour median,True
11935,Temperature,qp092r,48,3:30,20.182833256797625,TM-1: geohash+day+hour median,True
11966,Temperature,qp099b,48,3:30,23.46478118389073,TM-1: geohash+day+hour median,True
11997,Temperature,qp09d1,48,3:30,22.287431038398154,TM-1: geohash+day+hour median,True
12028,Temperature,qp09e4,48,3:30,21.080392434115605,TM-1: geohash+day+hour median,True
12059,Temperature,qp09e7,48,3:30,19.42818748651863,TM-1: geohash+day+hour median,True
12090,Temperature,qp09sk,48,3:30,13.946117939665744,TM-1: geohash+day+hour median,True
12121,Temperature,qp03tw,48,3:30,27.64690784422995,TM-1: geohash+day+hour median,True
12152,Temperature,qp03wx,48,3:30,8.42278604059603,TM-1: geohash+day+hour median,True
12183,Temperature,qp03z2,48,3:30,18.850371432818623,TM-1: geohash+day+hour median,True
12214,Temperature,qp09f3,48,3:30,12.966523271797168,TM-1: geohash+day+hour median,True
12245,Temperature,qp03z5,48,3:30,20.447481783987463,TM-1: geohash+day+hour median,True
12276,Temperature,qp09gh,48,3:30,13.573439236966106,TM-1: geohash+day+hour median,True
12307,Temperature,qp09um,48,3:30,22.2425989857551,TM-1: geohash+day+hour median,True
12338,Temperature,qp03yx,48,3:30,18.154353820760697,TM-1: geohash+day+hour median,True
12369,Temperature,qp0dh0,48,3:30,19.165274351744905,TM-1: geohash+day+hour median,True
12400,Temperature,qp06pd,48,3:30,20.919501559547665,TM-1: geohash+day+hour median,True
12431,Temperature,qp0d0h,48,3:30,18.003920449394208,TM-1: geohash+day+hour median,True
12462,Temperature,qp0d0q,48,3:30,6.349035712870116,TM-1: geohash+day+hour median,True
12493,Temperature,qp02zt,48,3:45,20.9812764710734,TM-1: geohash+day+hour median,True
12524,Temperature,qp03nb,48,3:45,19.613318966367466,TM-2: geohash+hour median,True
12555,Temperature,qp03p6,48,3:45,17.220700603704323,TM-1: geohash+day+hour median,True
12586,Temperature,qp09hk,48,3:45,21.765220802386256,TM-1: geohash+day+hour median,True
12617,Temperature,qp090n,48,3:45,15.739042162179643,TM-1: geohash+day+hour median,True
12648,Temperature,qp094p,48,3:45,14.71596727015048,TM-1: geohash+day+hour median,True
12679,Temperature,qp0962,48,3:45,19.34408478562089,TM-1: geohash+day+hour median,True
12710,Temperature,qp0963,48,3:45,13.542582087032065,TM-1: geohash+day+hour median,True
12741,Temperature,qp09k6,48,3:45,22.24980234999658,TM-1: geohash+day+hour median,True
12772,Temperature,qp03rh,48,3:45,19.425869287348885,TM-1: geohash+day+hour median,True
12803,Temperature,qp093v,48,3:45,4.429933952790421,TM-1: geohash+day+hour median,True
12834,Temperature,qp096y,48,3:45,14.286716863798672,TM-1: geohash+day+hour median,True
12865,Temperature,qp03w0,48,3:45,20.418418064378997,TM-1: geohash+day+hour median,True
12896,Temperature,qp03x1,48,3:45,19.37514022541736,TM-1: geohash+day+hour median,True
12927,Temperature,qp03xd,48,3:45,19.4358787780541,TM-1: geohash+day+hour median,True
12958,Temperature,qp0985,48,3:45,17.189504723666587,TM-1: geohash+day+hour median,True
12989,Temperature,qp098h,48,3:45,26.37713649810177,TM-1: geohash+day+hour median,True
13020,Temperature,qp099t,48,3:45,19.468834694445555,TM-1: geohash+day+hour median,True
13051,Temperature,qp09en,48,3:45,8.420433214143141,TM-1: geohash+day+hour median,True
13082,Temperature,qp09ez,48,3:45,12.770763490786331,TM-1: geohash+day+hour median,True
13113,Temperature,qp03y3,48,3:45,18.420199734442427,TM-1: geohash+day+hour median,True
13144,Temperature,qp09f4,48,3:45,12.703750366640962,TM-1: geohash+day+hour median,True
13175,Temperature,qp03ys,48,3:45,21.272462685706223,TM-1: geohash+day+hour median,True
13206,Temperature,qp09cm,48,3:45,10.755760082214938,TM-1: geohash+day+hour median,True
13237,Temperature,qp09fy,48,3:45,14.659827814220078,TM-3: geohash median,True
13268,Temperature,qp06n8,48,3:45,23.60465932954591,TM-1: geohash+day+hour median,True
13299,Temperature,qp0d51,48,3:45,9.323154170114105,TM-1: geohash+day+hour median,True
13330,Temperature,qp0dhg,48,3:45,18.968961785455257,TM-1: geohash+day+hour median,True
13361,Temperature,qp0d4t,48,3:45,20.07640763742265,TM-1: geohash+day+hour median,True
13392,Temperature,qp08bd,48,4:0,13.601880002493488,TM-1: geohash+day+hour median,True
13423,Temperature,qp08by,48,4:0,17.489095653485744,TM-1: geohash+day+hour median,True
13454,Temperature,qp0952,48,4:0,15.167585747039087,TM-1: geohash+day+hour median,True
13485,Temperature,qp03pe,48,4:0,20.86792916686557,TM-1: geohash+day+hour median,True
13516,Temperature,qp094j,48,4:0,7.792387184371247,TM-1: geohash+day+hour median,True
13547,Temperature,qp094w,48,4:0,12.346039731087302,TM-1: geohash+day+hour median,True
13578,Temperature,qp095z,48,4:0,18.872478524962307,TM-1: geohash+day+hour median,True
13609,Temperature,qp09k0,48,4:0,12.650833655762485,TM-2: geohash+hour median,True
13640,Temperature,qp09k3,48,4:0,4.701335127413559,TM-1: geohash+day+hour median,True
13671,Temperature,qp03qg,48,4:0,17.58265048602822,TM-1: geohash+day+hour median,True
13702,Temperature,qp093u,48,4:0,17.595014184368473,TM-1: geohash+day+hour median,True
13733,Temperature,qp09kj,48,4:0,13.31367220721796,TM-1: geohash+day+hour median,True
13764,Temperature,qp09qn,48,4:0,6.917089200156338,TM-2: geohash+hour median,True
13795,Temperature,qp03x0,48,4:0,16.756688454634126,TM-1: geohash+day+hour median,True
13826,Temperature,qp03xc,48,4:0,13.66185525213706,TM-1: geohash+day+hour median,True
13857,Temperature,qp098d,48,4:0,18.0789229214379,TM-1: geohash+day+hour median,True
13888,Temperature,qp098g,48,4:0,23.164072706092107,TM-1: geohash+day+hour median,True
13919,Temperature,qp099s,48,4:0,18.78881523558132,TM-1: geohash+day+hour median,True
13950,Temperature,qp09dm,48,4:0,15.827368698091156,TM-1: geohash+day+hour median,True
13981,Temperature,qp09sn,48,4:0,7.953969051624368,TM-1: geohash+day+hour median,True
14012,Temperature,qp09tp,48,4:0,14.827082670569329,TM-1: geohash+day+hour median,True
14043,Temperature,qp03z9,48,4:0,16.247347570746363,TM-1: geohash+day+hour median,True
14074,Temperature,qp09g6,48,4:0,15.193005826443212,TM-1: geohash+day+hour median,True
14105,Temperature,qp03zu,48,4:0,10.56583724450694,TM-1: geohash+day+hour median,True
14136,Temperature,qp09ft,48,4:0,8.604695980481846,TM-1: geohash+day+hour median,True
14167,Temperature,qp09uw,48,4:0,7.867798695962456,TM-1: geohash+day+hour median,True
14198,Temperature,qp0d18,48,4:0,15.500629202882765,TM-1: geohash+day+hour median,True
14229,Temperature,qp06nd,48,4:0,12.979653280181967,TM-1: geohash+day+hour median,True
14260,Temperature,qp06pk,48,4:0,17.169682601145528,TM-1: geohash+day+hour median,True
14291,Temperature,qp06ny,48,4:0,18.28417729406367,TM-1: geohash+day+hour median,True
14322,Temperature,qp02zs,48,4:15,21.17988167262029,TM-2: geohash+hour median,True
14353,Temperature,qp08br,48,4:15,6.543672493539757,TM-1: geohash+day+hour median,True
14384,Temperature,qp0953,48,4:15,17.762191008899347,TM-1: geohash+day+hour median,True
14415,Temperature,qp03ps,48,4:15,19.25702456573149,TM-1: geohash+day+hour median,True
14446,Temperature,qp09hm,48,4:15,20.901301334826663,TM-1: geohash+day+hour median,True
14477,Temperature,qp09hy,48,4:15,11.282260694631251,TM-1: geohash+day+hour median,True
14508,Temperature,qp03q0,48,4:15,19.53505232167524,TM-1: geohash+day+hour median,True
14539,Temperature,qp03qc,48,4:15,20.89453871813396,TM-1: geohash+day+hour median,True
14570,Temperature,qp03r6,48,4:15,25.763359512910625,TM-1: geohash+day+hour median,True
14601,Temperature,qp096g,48,4:15,17.993115266355804,TM-1: geohash+day+hour median,True
14632,Temperature,qp03mm,48,4:15,6.9551417317771165,TM-1: geohash+day+hour median,True
14663,Temperature,qp03rq,48,4:15,28.95049887455249,TM-1: geohash+day+hour median,True
14694,Temperature,qp093z,48,4:15,6.434728695254928,TM-1: geohash+day+hour median,True
14725,Temperature,qp09e8,48,4:15,16.573185041226957,TM-1: geohash+day+hour median,True
14756,Temperature,qp09e9,48,4:15,18.08009966127357,TM-1: geohash+day+hour median,True
14787,Temperature,qp09ef,48,4:15,19.595643343893222,TM-3: geohash median,True
14818,Temperature,qp09s7,48,4:15,16.53559707941094,TM-1: geohash+day+hour median,True
14849,Temperature,qp09th,48,4:15,24.109964207743502,TM-1: geohash+day+hour median,True
14880,Temperature,qp03ty,48,4:15,19.776204325746587,TM-1: geohash+day+hour median,True
14911,Temperature,qp03xr,48,4:15,15.258154594192447,TM-1: geohash+day+hour median,True
14942,Temperature,qp09c8,48,4:15,19.441996272018976,TM-1: geohash+day+hour median,True
14973,Temperature,qp03y6,48,4:15,9.13594875348458,TM-1: geohash+day+hour median,True
15004,Temperature,qp09b7,48,4:15,19.09031812524635,TM-1: geohash+day+hour median,True
15035,Temperature,qp09uk,48,4:15,15.112930259371906,TM-1: geohash+day+hour median,True
15066,Temperature,qp03yy,48,4:15,19.67790934020813,TM-1: geohash+day+hour median,True
15097,Temperature,qp09cr,48,4:15,20.986386760053666,TM-3: geohash median,True
15128,Temperature,qp06nc,48,4:15,13.621225298100642,TM-1: geohash+day+hour median,True
15159,Temperature,qp0dh6,48,4:15,19.28984712583516,TM-2: geohash+hour median,True
15190,Temperature,qp0djh,48,4:15,23.756649805976767,TM-1: geohash+day+hour median,True
15221,Temperature,qp0djq,48,4:15,14.39793240119452,TM-1: geohash+day+hour median,True
15252,Temperature,qp08bn,48,4:30,3.1511160378024687,TM-3: geohash median,True
15283,Temperature,qp094b,48,4:30,20.468004753673817,TM-1: geohash+day+hour median,True
15314,Temperature,qp09jd,48,4:30,16.15335292490486,TM-1: geohash+day+hour median,True
15345,Temperature,qp03pt,48,4:30,8.928844154717666,TM-1: geohash+day+hour median,True
15376,Temperature,qp090w,48,4:30,3.864562793037246,TM-1: geohash+day+hour median,True
15407,Temperature,qp094z,48,4:30,28.08924662492209,TM-1: geohash+day+hour median,True
15438,Temperature,qp0972,48,4:30,19.436955927448253,TM-1: geohash+day+hour median,True
15469,Temperature,qp09k1,48,4:30,7.316585308212522,TM-1: geohash+day+hour median,True
15500,Temperature,qp03me,48,4:30,9.745786741004697,TM-1: geohash+day+hour median,True
15531,Temperature,qp03rs,48,4:30,10.767155086330524,TM-1: geohash+day+hour median,True
15562,Temperature,qp093v,48,4:30,14.726643359273,TM-1: geohash+day+hour median,True
15593,Temperature,qp09kw,48,4:30,17.123412544535636,TM-1: geohash+day+hour median,True
15624,Temperature,qp03w8,48,4:30,18.505516198285587,TM-1: geohash+day+hour median,True
15655,Temperature,qp03x3,48,4:30,6.754015328546911,TM-1: geohash+day+hour median,True
15686,Temperature,qp03xf,48,4:30,11.78393559753084,TM-1: geohash+day+hour median,True
15717,Temperature,qp0987,48,4:30,13.7475415963448,TM-1: geohash+day+hour median,True
15748,Temperature,qp099h,48,4:30,21.049939617449542,TM-1: geohash+day+hour median,True
15779,Temperature,qp099v,48,4:30,4.201440923625675,TM-1: geohash+day+hour median,True
15810,Temperature,qp09eq,48,4:30,32.01484447464476,TM-1: geohash+day+hour median,True
15841,Temperature,qp09sr,48,4:30,16.4381176327129,TM-3: geohash median,True
15872,Temperature,qp03yc,48,4:30,15.588881276935007,TM-1: geohash+day+hour median,True
15903,Temperature,qp09fd,48,4:30,16.603499940549277,TM-1: geohash+day+hour median,True
15934,Temperature,qp03zh,48,4:30,15.590332887401956,TM-1: geohash+day+hour median,True
15965,Temperature,qp09cv,48,4:30,13.68052224904716,TM-1: geohash+day+hour median,True
15996,Temperature,qp09gw,48,4:30,17.94036022208751,TM-1: geohash+day+hour median,True
16027,Temperature,qp06pb,48,4:30,16.577990116361953,TM-1: geohash+day+hour median,True
16058,Temperature,qp0dh9,48,4:30,18.6749959776485,TM-1: geohash+day+hour median,True
16089,Temperature,qp0d4e,48,4:30,12.36129782610265,TM-1: geohash+day+hour median,True
16120,Temperature,qp0d4t,48,4:30,23.691722104531134,TM-1: geohash+day+hour median,True
16151,Temperature,qp02z7,48,4:45,16.772156898005225,TM-1: geohash+day+hour median,True
16182,Temperature,qp02yz,48,4:45,12.722142478004875,TM-1: geohash+day+hour median,True
16213,Temperature,qp09h0,48,4:45,13.084152410499977,TM-1: geohash+day+hour median,True
16244,Temperature,qp0947,48,4:45,13.860488177609,TM-1: geohash+day+hour median,True
16275,Temperature,qp094m,48,4:45,19.847481845784436,TM-1: geohash+day+hour median,True
16306,Temperature,qp095w,48,4:45,12.060098323264764,TM-1: geohash+day+hour median,True
16337,Temperature,qp09jp,48,4:45,20.97664951629714,TM-1: geohash+day+hour median,True
16368,Temperature,qp09m0,48,4:45,13.916428813719982,TM-1: geohash+day+hour median,True
16399,Temperature,qp03m6,48,4:45,13.82142035699489,TM-1: geohash+day+hour median,True
16430,Temperature,qp03qe,48,4:45,22.72286426546972,TM-1: geohash+day+hour median,True
16461,Temperature,qp092s,48,4:45,11.590124722634052,TM-1: geohash+day+hour median,True
16492,Temperature,qp097v,48,4:45,1.6686196099729358,TM-1: geohash+day+hour median,True
16523,Temperature,qp09qn,48,4:45,6.917089200156338,TM-2: geohash+hour median,True
16554,Temperature,qp03x2,48,4:45,15.142768661232257,TM-1: geohash+day+hour median,True
16585,Temperature,qp0981,48,4:45,16.208948615617114,TM-1: geohash+day+hour median,True
16616,Temperature,qp098d,48,4:45,18.0789229214379,TM-1: geohash+day+hour median,True
16647,Temperature,qp0995,48,4:45,9.938934282404867,TM-1: geohash+day+hour median,True
16678,Temperature,qp099u,48,4:45,11.031778662303044,TM-1: geohash+day+hour median,True
16709,Temperature,qp09em,48,4:45,16.710824279767625,TM-1: geohash+day+hour median,True
16740,Temperature,qp09sy,48,4:45,18.79309823689996,TM-1: geohash+day+hour median,True
16771,Temperature,qp03vb,48,4:45,12.162807217857765,TM-1: geohash+day+hour median,True
16802,Temperature,qp09b3,48,4:45,11.028956088140976,TM-1: geohash+day+hour median,True
16833,Temperature,qp03y7,48,4:45,4.196824021128235,TM-1: geohash+day+hour median,True
16864,Temperature,qp09ck,48,4:45,11.785279771705785,TM-3: geohash median,True
16895,Temperature,qp09gm,48,4:45,14.199859529740488,TM-1: geohash+day+hour median,True
16926,Temperature,qp09vy,48,4:45,7.840299490993585,TM-1: geohash+day+hour median,True
16957,Temperature,qp0d58,48,4:45,22.343590899196503,TM-1: geohash+day+hour median,True
16988,Temperature,qp0d04,48,4:45,3.607983917765706,TM-2: geohash+hour median,True
17019,Temperature,qp06pk,48,4:45,17.169682601145528,TM-1: geohash+day+hour median,True
17050,Temperature,qp0djt,48,4:45,11.159323963501238,TM-1: geohash+day+hour median,True
17081,Temperature,qp02zh,48,5:0,15.44552173288125,TM-1: geohash+day+hour median,True
17112,Temperature,qp08bz,48,5:0,11.901357116614369,TM-1: geohash+day+hour median,True
17143,Temperature,qp0951,48,5:0,12.931827983122568,TM-1: geohash+day+hour median,True
17174,Temperature,qp090h,48,5:0,15.977911869487675,TM-1: geohash+day+hour median,True
17205,Temperature,qp09hv,48,5:0,18.856492360272405,TM-1: geohash+day+hour median,True
17236,Temperature,qp03np,48,5:0,15.126453979345206,TM-2: geohash+hour median,True
17267,Temperature,qp03qb,48,5:0,11.3423237100451,TM-1: geohash+day+hour median,True
17298,Temperature,qp03qc,48,5:0,19.57898730390766,TM-1: geohash+day+hour median,True
17329,Temperature,qp03r6,48,5:0,25.908077789068024,TM-1: geohash+day+hour median,True
17360,Temperature,qp0975,48,5:0,18.56422314473244,TM-1: geohash+day+hour median,True
17391,Temperature,qp03qj,48,5:0,13.563590178602071,TM-1: geohash+day+hour median,True
17422,Temperature,qp03ry,48,5:0,8.182007559988731,TM-1: geohash+day+hour median,True
17453,Temperature,qp096p,48,5:0,18.822005734444478,TM-1: geohash+day+hour median,True
17484,Temperature,qp09d8,48,5:0,20.7769730440889,TM-1: geohash+day+hour median,True
17515,Temperature,qp09dc,48,5:0,13.481171314226865,TM-1: geohash+day+hour median,True
17546,Temperature,qp09e6,48,5:0,17.921526879489416,TM-1: geohash+day+hour median,True
17577,Temperature,qp09s7,48,5:0,14.00166470360649,TM-1: geohash+day+hour median,True
17608,Temperature,qp09su,48,5:0,19.27017782004592,TM-1: geohash+day+hour median,True
17639,Temperature,qp03tq,48,5:0,17.463691665043864,TM-1: geohash+day+hour median,True
17670,Temperature,qp03xp,48,5:0,18.03300819391083,TM-1: geohash+day+hour median,True
17701,Temperature,qp09c8,48,5:0,24.10563219945663,TM-1: geohash+day+hour median,True
17732,Temperature,qp09y1,48,5:0,11.164394492173859,TM-1: geohash+day+hour median,True
17763,Temperature,qp09fe,48,5:0,12.434348874374422,TM-1: geohash+day+hour median,True
17794,Temperature,qp03yt,48,5:0,9.277750343875944,TM-1: geohash+day+hour median,True
17825,Temperature,qp03zw,48,5:0,26.69074799864696,TM-1: geohash+day+hour median,True
17856,Temperature,qp09ux,48,5:0,23.161216415795664,TM-1: geohash+day+hour median,True
17887,Temperature,qp0d1c,48,5:0,20.5279034396608,TM-2: geohash+hour median,True
17918,Temperature,qp06p5,48,5:0,12.524667555035844,TM-1: geohash+day+hour median,True
17949,Temperature,qp06pv,48,5:0,16.074534161654483,TM-1: geohash+day+hour median,True
17980,Temperature,qp0djy,48,5:0,19.907902612468448,TM-2: geohash+hour median,True
18011,Temperature,qp08cn,48,5:15,16.145054836068223,TM-1: geohash+day+hour median,True
18042,Temperature,qp03p1,48,5:15,-2.33581532667052,TM-2: geohash+hour median,True
18073,Temperature,qp0947,48,5:15,16.92197274006013,TM-1: geohash+day+hour median,True
18104,Temperature,qp09hj,48,5:15,14.807491283467318,TM-1: geohash+day+hour median,True
18135,Temperature,qp03jr,48,5:15,15.014089688601237,TM-1: geohash+day+hour median,True
18166,Temperature,qp03m8,48,5:15,15.271600930716058,TM-1: geohash+day+hour median,True
18197,Temperature,qp03m9,48,5:15,20.863892849270528,TM-1: geohash+day+hour median,True
18228,Temperature,qp03q6,48,5:15,17.884421607509704,TM-1: geohash+day+hour median,True
18259,Temperature,qp0927,48,5:15,7.371986168582682,TM-1: geohash+day+hour median,True
18290,Temperature,qp09ks,48,5:15,8.255085038971426,TM-2: geohash+hour median,True
18321,Temperature,qp03qy,48,5:15,13.75635155611511,TM-1: geohash+day+hour median,True
18352,Temperature,qp093x,48,5:15,9.051474113853484,TM-1: geohash+day+hour median,True
18383,Temperature,qp09e2,48,5:15,8.901148905568988,TM-2: geohash+hour median,True
18414,Temperature,qp09e1,48,5:15,14.024508893905644,TM-1: geohash+day+hour median,True
18445,Temperature,qp09ed,48,5:15,18.35728530161515,TM-1: geohash+day+hour median,True
18476,Temperature,qp09s7,48,5:15,14.00166470360649,TM-1: geohash+day+hour median,True
18507,Temperature,qp03tt,48,5:15,15.96511914638824,TM-1: geohash+day+hour median,True
18538,Temperature,qp03ww,48,5:15,20.04641246477648,TM-1: geohash+day+hour median,True
18569,Temperature,qp03xx,48,5:15,18.94511630267365,TM-1: geohash+day+hour median,True
18600,Temperature,qp09c8,48,5:15,24.10563219945663,TM-1: geohash+day+hour median,True
18631,Temperature,qp09y1,48,5:15,11.164394492173859,TM-1: geohash+day+hour median,True
18662,Temperature,qp09be,48,5:15,26.316026491397857,TM-1: geohash+day+hour median,True
18693,Temperature,qp09gu,48,5:15,14.905075161728236,TM-1: geohash+day+hour median,True
18724,Temperature,qp09vm,48,5:15,17.458005413940718,TM-1: geohash+day+hour median,True
18755,Temperature,qp03zp,48,5:15,19.264902182728385,TM-1: geohash+day+hour median,True
18786,Temperature,qp0dh8,48,5:15,25.60918079399213,TM-1: geohash+day+hour median,True
18817,Temperature,qp0d14,48,5:15,19.683710633004026,TM-3: geohash median,True
18848,Temperature,qp0d5h,48,5:15,23.43251264219428,TM-2: geohash+hour median,True
18879,Temperature,qp0d4w,48,5:15,19.07346544425168,TM-1: geohash+day+hour median,True
18910,Temperature,qp02zq,48,5:30,14.863237217213669,TM-3: geohash median,True
18941,Temperature,qp090b,48,5:30,20.923327491340896,TM-1: geohash+day+hour median,True
18972,Temperature,qp095d,48,5:30,15.59891258269834,TM-3: geohash median,True
19003,Temperature,qp094j,48,5:30,22.203409810058428,TM-1: geohash+day+hour median,True
19034,Temperature,qp095q,48,5:30,20.37827572609466,TM-1: geohash+day+hour median,True
19065,Temperature,qp09jp,48,5:30,18.0865416247825,TM-1: geohash+day+hour median,True
19096,Temperature,qp09m2,48,5:30,21.26974010250028,TM-1: geohash+day+hour median,True
19127,Temperature,qp09m9,48,5:30,19.606510657471937,TM-1: geohash+day+hour median,True
19158,Temperature,qp03r5,48,5:30,20.078183303493763,TM-1: geohash+day+hour median,True
19189,Temperature,qp096k,48,5:30,17.229929018646626,TM-2: geohash+hour median,True
19220,Temperature,qp09mt,48,5:30,22.244518443584298,TM-1: geohash+day+hour median,True
19251,Temperature,qp03rp,48,5:30,21.54843485904202,TM-1: geohash+day+hour median,True
19282,Temperature,qp0980,48,5:30,15.106755989017998,TM-1: geohash+day+hour median,True
19313,Temperature,qp0991,48,5:30,25.69595421949326,TM-1: geohash+day+hour median,True
19344,Temperature,qp099d,48,5:30,21.992899087304288,TM-1: geohash+day+hour median,True
19375,Temperature,qp099g,48,5:30,8.08905143713979,TM-1: geohash+day+hour median,True
19406,Temperature,qp09dk,48,5:30,13.59571530675485,TM-1: geohash+day+hour median,True
19437,Temperature,qp09sj,48,5:30,20.338874642927927,TM-1: geohash+day+hour median,True
19468,Temperature,qp09tn,48,5:30,12.51365009742549,TM-1: geohash+day+hour median,True
19499,Temperature,qp03y2,48,5:30,21.244661694859104,TM-1: geohash+day+hour median,True
